"panel","parameter","q","lambda","dataset","pool","n","c","M","returned_k","ACC","NMI","prediction_file_sha256"
"lambda","4.0","0.72","4.0","Mushroom","2","8124","2","20","2","0.7296898079763663","0.2796139587182322","a83e4f33d7305d4344a63122fe430fdb4e2baea7beaf0733547644577baadb7a"
"lambda","4.0","0.72","4.0","ORL","0","400","40","20","40","0.6525","0.8343977853144852","804a560731021de9bede755bf1933b446500e3432371c890f1b0f10235b11fea"
"lambda","4.0","0.72","4.0","ORL","1","400","40","20","40","0.6375","0.8408268675316645","2c579d200fdfcbb88b35122a20ae0138db049f8396dc3847063e4cb1148b6eac"
"lambda","4.0","0.72","4.0","ORL","2","400","40","20","40","0.67","0.8529660307476581","8339e3a0385e17764e086944fa9a691e15a428297638c88189f6fbf144c9b1f3"
"lambda","12.0","0.72","12.0","ACM","0","3025","3","20","3","0.6833057851239669","0.4552821841111428","ac36f3926f33bd4d4eb2eff6cc47fd352501be09beb408f6cad1917d955fb518"
"lambda","12.0","0.72","12.0","ACM","1","3025","3","20","3","0.6823140495867769","0.4594064555459968","720ac885bcca627a95506433566b05a1ca1676e63c98acf212917a227f43b71c"
"lambda","12.0","0.72","12.0","ACM","2","3025","3","20","3","0.6846280991735537","0.45692797383155054","e81f7e64093478a64dc3efbbd1085ae76425cfec88edd029baa4672d43415161"
"lambda","12.0","0.72","12.0","Amazon Photo","0","7650","8","20","8","0.592156862745098","0.5381661773908757","9046c6d86c86b044d548db5f240df7dbb8341b200bc3673695cc16632cd0dfc9"
"lambda","12.0","0.72","12.0","Amazon Photo","1","7650","8","20","8","0.5912418300653595","0.5407634281708882","2945861fca07404226a903de04c129a5c44c6ae8a549a3b624e5c15eb1f7ff85"
"lambda","12.0","0.72","12.0","Amazon Photo","2","7650","8","20","8","0.5899346405228758","0.5407962546070976","0e5b659063e35cc89f3bd8cc82e12cd0df7aca82b092f725c1e134bed1ed5524"
"lambda","12.0","0.72","12.0","BBC News Sport","0","737","5","20","5","0.37449118046132973","0.18967445429725954","59d903b12085f372c034deb3c5848d23e70166fb8aa7e9b755d0e115fff8e4c0"
"lambda","12.0","0.72","12.0","BBC News Sport","1","737","5","20","5","0.4355495251017639","0.2667994590857897","31a0174805f725b45deb5014c8265dabf9e6a685bd2741cc6ebec140c0925ca6"
"lambda","12.0","0.72","12.0","BBC News Sport","2","737","5","20","5","0.3989145183175034","0.1690014928410016","3a9af8ec5714f59160bfee973e2f9fe8a18e3ac8f2785cb0e564deadfcff421a"
"lambda","12.0","0.72","12.0","Caltech101-20","0","2386","20","20","20","0.26110645431684826","0.40808882361691606","39a812a56af88228436507ccf24933c0dd08d073b4a389a5b432dcf7ed1b774a"
"lambda","12.0","0.72","12.0","Caltech101-20","1","2386","20","20","20","0.250628667225482","0.3879637312863779","801c2df61e09ee80cb6ed2d0d334bbf965a355e44eeaaed64458e9659f180cc4"
"lambda","12.0","0.72","12.0","Caltech101-20","2","2386","20","20","20","0.2707460184409053","0.40314554840979827","b9106dc84f6adccf9297ee9446a2103019aaca23b77a698e2cdfdf025e3d3304"
"lambda","12.0","0.72","12.0","Chameleon","0","2277","5","20","5","0.32367149758454106","0.06482654853217104","a30b1047cd13d7d332c14c879e07cbfe1c9ae8354e6cdabccf70700d03b1e53f"
"lambda","12.0","0.72","12.0","Chameleon","1","2277","5","20","5","0.32367149758454106","0.06482654853217104","10c53056a2facc8ab83121d67ad75187a928c6aa22074ac2331d5bad0c18a84d"
"lambda","12.0","0.72","12.0","Chameleon","2","2277","5","20","5","0.32367149758454106","0.06482654853217104","c8abf31ec54de743f1cfb8faa6216c1a6c9c9e2d70e9e28764015ed1aa13f711"
"lambda","12.0","0.72","12.0","Iris","0","150","3","20","3","0.8133333333333334","0.6176019035779294","bc8d7d3f818b43377a0a0587055608092bfc66d2131aee9c472da724791e2b63"
"lambda","12.0","0.72","12.0","Iris","1","150","3","20","3","0.8266666666666667","0.6534762508409035","da80e1e79975aaa641b546e36f6eb0592424d666d63cf59db60e730a8dd6430d"
"lambda","12.0","0.72","12.0","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","3b1a7d8deffafec597ece0e0bdf1a272b65b4ffe5bedf81d5541dc1a4c23f669"
"lambda","12.0","0.72","12.0","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","0dc12d79a5c1759d29cf88d5b6f4508e46f5e55ae2bef1a8752b0d1bae1b0ba9"
"lambda","12.0","0.72","12.0","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","9aafa3f59d83bb7beb6a3713b3753582998b7ee0d684e45433e70e97b8d2ffde"
"lambda","12.0","0.72","12.0","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","f118d513f2cc223da7c11e2e1041e8662e364788d7cb817aff120c618b9dc04f"
"lambda","12.0","0.72","12.0","Leukemia2","0","72","3","20","3","0.5694444444444444","0.323546280215676","9377c0a70cd59fa6a06cdd382499daa73425d3d1ec0991490f7303c31c039cf8"
"lambda","12.0","0.72","12.0","Leukemia2","1","72","3","20","3","0.5694444444444444","0.323546280215676","58670e276fcd1d14a5c80361725e50b0c1e48e506d55e24a529aa2a29190d318"
"lambda","12.0","0.72","12.0","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","2e6122da4b03613acf0a7285058ddebd13ee71794013ae43d018529fb019ada4"
"lambda","12.0","0.72","12.0","Mushroom","0","8124","2","20","2","0.7331363860167405","0.3073367914323212","48bdbdf4d978b3d160cdae4ca6135c1c44e87d99a595b209f83de38a4078c712"
"lambda","12.0","0.72","12.0","Mushroom","1","8124","2","20","2","0.7295667159034959","0.2811504479905036","07a88123c8db5b6bfb9ad21161652293fef8564f5479890b4b420c9a1d35afc0"
"lambda","12.0","0.72","12.0","Mushroom","2","8124","2","20","2","0.7300590841949779","0.2818599553244734","307f43521c520d7d5efbf3eb1cae3a8a865f28ff51b43cf0a9e9584e4eaea370"
"lambda","12.0","0.72","12.0","ORL","0","400","40","20","40","0.67","0.85321554620873","37076b541943714467230ab34d2ac07ab241bc4ca2c31e9f2aad65a435822ef4"
"lambda","12.0","0.72","12.0","ORL","1","400","40","20","40","0.6375","0.8408268675316645","9b8ef2638f572fd465beea62f44025f1c76c2087f3e27315926b45f1791e7f69"
"lambda","12.0","0.72","12.0","ORL","2","400","40","20","40","0.67","0.8529660307476581","f9dab88efd376b6d156f64b2d3609ad1d4f86ae36dcdc4a483484b7c7d197ab8"
